Uid1	Uid2	P2_MSA_depth	P1_MSA_depth	paired_MSA_depth
P0C6Z1	Q8N2S1	2047	1299	3
P0C742	Q8N2S1	2047	23	0
P0C763	Q8N2S1	2047	623	0
P0CK48	Q8N2S1	2047	126	1
P06423	Q8N2W9	2047	1988	2
P06921	Q8N2W9	2047	1883	2
P24830	Q8N2W9	2047	1678	1
P36780	Q8N2W9	2047	1897	1
Q8JSN5	Q8N3J6	2047	701	0
P36827	Q8N3J9	2047	248	0
Q8N3J9	Q9QLP4	804	2047	0
P03126	Q8N3R9	2047	1134	2
P06463	Q8N3R9	2047	1139	3
P0C206	Q8N3Z6	2047	45	0
P0DOE7	Q8N3Z6	2047	33	0
B9A6D9	Q8N423	2047	2047	0
C4P224	Q8N423	2047	86	0
M0QUH6	Q8N423	2047	2047	0
Q8N423	Q98822	2047	2047	0
P03346	Q8N448	2047	2047	724
P03410	Q8N448	2047	88	0
P03428	Q8N448	2047	715	0
P03431	Q8N448	2047	1658	0
P03433	Q8N448	2047	695	0
P03452	Q8N448	2047	2047	0
P03485	Q8N448	2047	95	0
P03496	Q8N448	2047	205	0
P03508	Q8N448	2047	104	0
P06430	Q8N448	2047	870	0
P06463	Q8N448	2047	1139	3
P06788	Q8N448	2047	691	0
P06821	Q8N448	2047	221	0
P0C206	Q8N448	2047	45	0
P0DOF8	Q8N448	2047	221	0
P14079	Q8N448	2047	106	0
Q20MC6	Q8N448	2047	715	0
Q20MC9	Q8N448	2047	697	0
Q20MD0	Q8N448	2047	206	0
Q20MD1	Q8N448	2047	103	0
Q20MD4	Q8N448	2047	96	0
Q20MD5	Q8N448	2047	221	0
Q85601	Q8N448	2047	46	0
Q0A2H1	Q8N4C6	2047	105	0
Q20P38	Q8N4C6	2047	105	0
Q2PJP1	Q8N4C6	2047	107	0
Q3SBS5	Q8N4C6	2047	111	0
Q6DP94	Q8N4C6	2047	103	0
Q6DPA0	Q8N4C6	2047	102	0
Q8N4C6	R9WKI0	104	2047	0
P10240	Q8N4H5	476	325	290
P03087	Q8N4L2	1608	428	0
P03410	Q8N4L8	2047	88	0
P14079	Q8N4L8	2047	106	0
P29996	Q8N4V1	1800	671	0
P36801	Q8N4Y2	2047	1106	0
P36817	Q8N4Y2	2047	861	0
P03129	Q8N543	2047	758	0
P03129	Q8N594	2047	758	0
P03129	Q8N5A5	2047	758	0
P06429	Q8N5A5	2047	862	0
P03410	Q8N5F7	2047	88	0
P03428	Q8N5I3	2047	715	0
P03508	Q8N5I3	2047	104	0
Q20MC6	Q8N5I3	2047	715	0
Q20MD1	Q8N5I3	2047	103	0
P29996	Q8N5K1	2047	671	0
P03428	Q8N5R6	2047	715	0
P03508	Q8N5R6	2047	104	0
P04288	Q8N5R6	2047	108	0
P04488	Q8N5R6	2047	159	0
P08393	Q8N5R6	2047	2047	41
P68331	Q8N5R6	2047	77	0
Q1HVD1	Q8N5R6	2047	2047	1
Q1HVE9	Q8N5R6	2047	103	0
Q20MD0	Q8N5R6	2047	206	0
P03255	Q8N5T2	2047	251	0
P36801	Q8N5U6	2047	1107	1
P03433	Q8N661	2047	695	0
A5Z256	Q8N668	1667	700	0
P10204	Q8N682	2047	51	0
P29996	Q8N682	2047	671	0
P0C6Z1	Q8N6L0	2047	1299	0
P0C737	Q8N6L0	2047	9	0
P06428	Q8N6N6	2047	1092	0
P29996	Q8N6Q1	318	671	0
P06930	Q8N6R0	2047	1086	1
P06463	Q8N6T7	2047	1139	3
P03227	Q8N6Y0	1518	226	1
P03428	Q8N6Y0	1517	715	0
P03431	Q8N6Y0	1517	1652	0
P03508	Q8N6Y0	1517	104	0
P0C6Z9	Q8N6Y0	1517	112	0
P0C763	Q8N6Y0	1517	623	0
P10217	Q8N6Y0	1517	121	0
Q20MC6	Q8N6Y0	1517	715	0
Q20MD1	Q8N6Y0	1517	103	0
Q20MD2	Q8N6Y0	1517	293	0
O41949	Q8N720	2047	50	0
P06463	Q8N720	2047	681	2
Q1HVI8	Q8N726	462	430	381
P03129	Q8N7W2	525	758	0
P06429	Q8N7W2	525	862	0
P06430	Q8N7W2	525	870	0
P06932	Q8N7W2	525	888	0
Q1HVH2	Q8N7W2	525	30	0
Q8JSN5	Q8N806	2047	701	0
P03410	Q8N883	2047	48	0
P14079	Q8N883	2047	61	0
P03129	Q8N8D9	44	758	0
Q8JSN5	Q8N8Q3	2047	701	0
P04485	Q8N8U2	2047	61	0
O41947	Q8N8U9	2047	95	0
P03070	Q8N983	2047	2047	5
P06477	Q8N998	605	162	0
P03428	Q8N9N5	766	715	0
P03431	Q8N9N5	766	1665	0
P03496	Q8N9N5	766	205	0
P03508	Q8N9N5	766	104	0
Q1HVG4	Q8N9N5	772	110	16
Q20MC8	Q8N9N5	766	1660	0
Q2KRY7	Q8N9N5	766	56	0
P10210	Q8N9W6	2047	205	0
P10240	Q8N9W6	2047	35	0
P88995	Q8NA29	2047	42	0
Q2KRY7	Q8NA61	1086	56	0
P04015	Q8NAP3	2047	1354	0
P06422	Q8NAP3	2047	1553	0
P06423	Q8NAP3	2047	1496	0
P06921	Q8NAP3	2047	1533	0
P36780	Q8NAP3	2047	1545	0
Q77UU1	Q8NAP3	2047	1287	0
Q8JSN5	Q8NAP3	2047	651	0
Q88489	Q8NB25	1602	2047	3
Q8NB25	Q9E7P0	2047	1525	2
Q8NBN3	Q9QLP4	804	2047	0
P36801	Q8NBP7	2047	1107	1
P36817	Q8NBS3	2047	861	0
P03129	Q8NBS9	2047	758	0
P29996	Q8NBX0	2047	671	0
P03433	Q8NBZ7	2047	695	0
Q1I2B2	Q8NBZ7	2047	703	0
P24835	Q8NC44	2047	1138	1
P06932	Q8NC51	2047	888	0
Q1HVI8	Q8NC51	2047	49	0
P06429	Q8NC60	2047	862	0
F5CGQ0	Q8NC69	2047	206	0
Q0A2H0	Q8NC69	2047	206	0
Q0A2H1	Q8NC69	2047	105	0
Q20MH4	Q8NC69	2047	103	0
Q2PJP0	Q8NC69	2047	211	0
Q3SBS4	Q8NC69	2047	205	0
Q6VE52	Q8NC69	2047	206	0
P06465	Q8NCG7	2047	947	0
P36817	Q8NCG7	2047	861	0
P36827	Q8NCG7	2047	692	0
E7BBT6	Q8NCP5	2047	338	0
P03129	Q8NCP5	2047	324	0
P06429	Q8NCP5	2047	422	0
P06788	Q8NCP5	2047	244	0
Q80908	Q8NCP5	2047	459	0
O41941	Q8ND30	2047	71	0
P06428	Q8ND76	2047	1093	1
P03428	Q8ND90	2047	715	0
P03508	Q8ND90	2047	104	0
P0C6Z9	Q8ND90	2047	112	0
P0C763	Q8ND90	2047	623	0
P0CK48	Q8ND90	2047	126	1
P10212	Q8ND90	2047	248	1
P10218	Q8ND90	2047	74	0
P32888	Q8ND90	2047	132	0
Q1HVB8	Q8ND90	2047	227	1
Q20MC6	Q8ND90	2047	715	0
Q20MD1	Q8ND90	2047	103	0
P06929	Q8NDA8	2047	1100	1
H9XIJ5	Q8NDB6	176	715	0
P36810	Q8NDL9	2047	1079	1
P03211	Q8NDN9	2047	253	24
Q69022	Q8NDN9	2047	42	0
Q8JSN5	Q8NDV7	2047	701	0
P03129	Q8NDX5	2047	758	0
P06428	Q8NEC5	2047	1092	0
P06429	Q8NEG0	1434	862	0
P36801	Q8NEJ0	2047	1107	1
Q8NEM0	Q9QLP4	804	2047	0
P06428	Q8NEM2	2047	1093	1
P03087	Q8NEN9	2047	428	0
Q2KRY7	Q8NEV8	2047	56	0
P10191	Q8NEY4	2047	142	0
P06423	Q8NEZ5	2047	1987	1
P24830	Q8NEZ5	2047	1678	1
P36780	Q8NEZ5	2047	1897	1
Q8JSN5	Q8NF37	2047	701	0
Q8JSN8	Q8NF37	2047	1666	0
P03428	Q8NF50	2047	715	0
P03508	Q8NF50	2047	104	0
Q20MC6	Q8NF50	2047	715	0
Q20MD0	Q8NF50	2047	206	0
Q20MD1	Q8NF50	2047	103	0
A0A097PIH4	Q8NFC6	2047	2047	10
O09234	Q8NFC6	2047	2047	10
P27915	Q8NFC6	2047	2047	10
Q58HT7	Q8NFC6	2047	2047	10
P10205	Q8NFH5	2047	87	0
P89653	Q8NFH5	2047	5	1
P06930	Q8NFJ5	2047	1085	0
Q6J8G2	Q8NFT6	2047	2047	3
Q8NFT6	Q9WC28	2047	2047	3
P26669	Q8NFZ5	602	1945	63
Q8NG04	Q9WC28	2047	2047	17
P03087	Q8NG35	868	428	0
C4P226	Q8NHL6	2047	2047	0
M0QTU7	Q8NHL6	2047	2047	0
M0QVB0	Q8NHL6	2047	2047	0
M0QVI9	Q8NHL6	2047	2047	0
M0QVV7	Q8NHL6	2047	2047	3
Q8BEL4	Q8NHL6	2047	1347	0
P03410	Q8NHQ1	1129	88	0
P03428	Q8NHQ1	1129	715	0
P03431	Q8NHQ1	1129	1658	0
P03466	Q8NHQ1	1129	293	0
P03508	Q8NHQ1	1129	104	0
P06428	Q8NHQ1	1129	1092	0
P10218	Q8NHQ1	1129	74	0
P10224	Q8NHQ1	1832	2047	1023
Q20MC6	Q8NHQ1	1129	715	0
Q20MD1	Q8NHQ1	1129	103	0
P03070	Q8NHQ9	2047	2047	9
P29996	Q8NHU2	2047	671	0
H9XIJ5	Q8NI08	2047	717	2
Q1K9H6	Q8NI08	2047	717	2
P06428	Q8NI22	2047	1093	1
P03126	Q8NI35	2047	675	2
P06463	Q8NI35	2047	1139	3
Q2KRY7	Q8NI38	2047	56	0
A0A220NMU2	Q8TAE8	1415	2047	1
P03107	Q8TAE8	1415	2047	1
P03410	Q8TAE8	1414	88	0
P04013	Q8TAE8	1415	2047	1
P06428	Q8TAE8	1414	1092	0
P29996	Q8TAF8	2047	671	0
P0DOE7	Q8TAG9	2047	33	0
P06430	Q8TAK5	2047	870	0
P06429	Q8TAP4	2047	862	0
K9UT94	Q8TAP6	2047	15	0
P0C6Z9	Q8TAP6	2047	112	0
P0C742	Q8TAP6	2047	23	0
Q8TAT6	Q9WC28	2047	2047	14
P03126	Q8TAU3	2047	674	1
P03129	Q8TAU3	2047	758	0
P06430	Q8TAU3	2047	433	0
P06428	Q8TB72	2047	1093	1
P03070	Q8TBB1	2047	2047	6
P06430	Q8TBB1	2047	870	0
P06932	Q8TBB1	2047	888	0
P0C726	Q8TBB1	2047	46	0
Q1HVF7	Q8TBB1	2047	2047	609
Q1HVJ2	Q8TBB1	2047	17	0
E7BBT6	Q8TBC3	2047	783	0
P03129	Q8TBC3	2047	758	0
P06429	Q8TBC3	2047	862	0
P06430	Q8TBC3	2047	870	0
P06788	Q8TBC3	2047	691	0
Q80908	Q8TBC3	2047	903	0
P06477	Q8TBF5	2047	162	0
P10204	Q8TBM7	1811	51	0
P10204	Q8TBQ9	1726	51	0
P06428	Q8TBR4	2047	1092	0
P06929	Q8TBR4	2047	1099	0
P0DOE7	Q8TBZ5	2047	33	0
P06930	Q8TC12	2047	1086	1
P10204	Q8TC12	2047	51	0
P03129	Q8TCE9	2047	758	0
P06429	Q8TCE9	2047	862	0
O41949	Q8TCN5	2047	50	0
P06932	Q8TCP9	2047	888	0
P03070	Q8TD10	661	2047	2
P03227	Q8TD10	661	226	1
P03428	Q8TD10	660	715	0
P03466	Q8TD10	660	293	0
P03508	Q8TD10	660	104	0
P06932	Q8TD10	660	888	0
P0C6Z1	Q8TD10	660	1299	0
P0C6Z9	Q8TD10	660	112	0
Q20MC6	Q8TD10	660	715	0
Q20MD1	Q8TD10	660	103	0
Q1I2B2	Q8TD26	2047	703	0
Q8JSN5	Q8TD26	2047	701	0
A6YJF2	Q8TD31	531	105	0
D2E1L9	Q8TD31	576	2047	225
P03186	Q8TD31	534	147	3
P06428	Q8TD31	531	1092	0
Q0A2H1	Q8TD31	531	105	0
Q1HVH9	Q8TD31	542	232	15
Q20MH4	Q8TD31	531	103	0
Q20P38	Q8TD31	531	105	0
Q2KRY7	Q8TD31	531	56	0
Q2PJP1	Q8TD31	531	107	0
Q6DP94	Q8TD31	531	103	0
Q8JSN5	Q8TD31	531	701	0
Q8JSN8	Q8TD31	531	1669	0
Q8TD31	R9WKI0	104	531	0
H9XIJ5	Q8TDD1	2047	717	2
Q1K9H6	Q8TDD1	2047	717	2
H9XIJ5	Q8TDL5	2047	715	0
P23372	Q8TDL5	2047	50	0
O41958	Q8TDM6	2047	122	0
Q8TDQ0	Q98822	2047	2047	0
Q8TDY2	Q9WMX2	2047	2047	0
P06428	Q8TE76	2047	1092	0
P36801	Q8TE76	2047	1106	0
O92835	Q8TEX9	2047	2047	15
E7BBT6	Q8TEY7	2047	783	0
P03129	Q8TEY7	2047	758	0
P06429	Q8TEY7	2047	862	0
P06430	Q8TEY7	2047	870	0
P06788	Q8TEY7	2047	691	0
Q80908	Q8TEY7	2047	903	0
P06430	Q8TF32	2047	870	0
P06788	Q8TF32	2047	244	0
P06932	Q8TF32	2047	888	0
P10224	Q8TF71	2047	2047	1023
P0CK48	Q8TF72	2047	126	1
P0CK54	Q8TF72	2047	154	1
P36801	Q8TF74	2047	1106	0
P04305	Q8WTS1	2047	2047	24
P03087	Q8WTV0	2047	428	0
Q8WTW3	Q9WC28	2047	2047	14
P06428	Q8WUB2	274	1092	0
P06477	Q8WUH6	516	162	0
P06428	Q8WUI4	2047	1093	1
P06430	Q8WUI4	2047	870	0
P36817	Q8WUJ0	2047	861	0
P03433	Q8WUK0	2047	695	0
O55527	Q8WUM4	2047	26	0
P17367	Q8WUM4	2047	2047	161
P69730	Q8WUM4	2047	2047	5
P03129	Q8WUM9	2047	758	0
P06430	Q8WUM9	2047	870	0
P06932	Q8WUM9	2047	888	0
Q8JSN5	Q8WUQ7	2047	701	0
Q805H7	Q8WV24	1336	89	0
P03211	Q8WV28	2047	246	6
Q69022	Q8WV28	2047	42	0
P06477	Q8WVF5	2047	162	1
P36810	Q8WVL7	2047	1079	1
P03087	Q8WVN6	1564	428	0
P36827	Q8WVN8	2047	692	0
Q8WVN8	Q9QLP4	804	2047	0
P24835	Q8WVP5	1421	1139	2
P06428	Q8WVQ1	2047	1093	1
P06788	Q8WVQ1	2047	691	0
Q8WVV9	Q9WC28	2047	2047	15
P10204	Q8WVX3	460	339	288
P10240	Q8WW12	952	35	0
P03410	Q8WW24	2047	88	0
Q8WW24	Q9WC28	2047	2047	15
P14079	Q8WW34	405	426	320
P12848	Q8WW38	2047	2047	1023
P03087	Q8WWF3	217	428	0
P29996	Q8WWG1	2047	671	0
P03129	Q8WWH5	2047	758	0
P04015	Q8WWH5	2047	1857	3
P06422	Q8WWH5	2047	1704	3
P06423	Q8WWH5	2047	1990	4
P06429	Q8WWH5	2047	862	0
P06788	Q8WWH5	2047	691	0
P06921	Q8WWH5	2047	1885	4
P06932	Q8WWH5	2047	888	0
P24830	Q8WWH5	2047	1680	3
P36778	Q8WWH5	2047	1526	2
P36780	Q8WWH5	2047	1899	3
P36817	Q8WWH5	2047	861	0
P36827	Q8WWH5	2047	692	0
Q8WWH5	Q9QLP4	804	2047	0
Q80HW9	Q8WWI1	2047	1494	0
P06930	Q8WWI5	2047	1086	1
P0C569	Q8WWX9	1769	134	0
P03120	Q8WWY3	2047	1843	1
P04020	Q8WWY3	2047	770	0
P06422	Q8WWY3	2047	1702	1
P06423	Q8WWY3	2047	1988	2
P06428	Q8WWY3	2047	1093	1
P06921	Q8WWY3	2047	1883	2
P36780	Q8WWY3	2047	1897	1
Q2KRY7	Q8WWY3	2047	56	0
P0CK48	Q8WXE0	2047	126	1
Q1K9H2	Q8WXF7	2047	285	0
P10191	Q8WXF8	2047	142	0
P17367	Q8WXH0	2047	2047	165
P03129	Q8WXI9	2047	758	0
P06932	Q8WXI9	2047	888	0
P29996	Q8WY98	2047	671	0
P10224	Q8WYH8	2047	2047	1023
P03496	Q8WYJ6	2047	205	0
Q2RBU1	Q8WYN0	2047	104	0
Q8JSN5	Q8WYN3	2047	701	0
E7BBT6	Q8WZ19	2047	783	0
P03129	Q8WZ19	2047	758	0
P06429	Q8WZ19	2047	862	0
P06430	Q8WZ19	2047	870	0
P06788	Q8WZ19	2047	691	0
Q80908	Q8WZ19	2047	903	0
Q80HW9	Q92187	2047	1502	9
P10191	Q92478	2047	143	3
P04618	Q92499	2047	2047	0
P0DSV8	Q92504	2047	2047	1023
P06430	Q92520	2047	870	0
P06463	Q92530	2047	1139	3
P24835	Q92530	2047	1139	2
Q6VGS8	Q92530	2047	1332	32
O92835	Q92538	2047	2047	15
P14079	Q92546	2047	106	0
P03120	Q92547	2047	1843	1
P06477	Q92552	2047	162	0
O41932	Q92558	2047	28	0
P11258	Q92560	2047	84	0
Q8JSN5	Q92564	2047	701	0
P24766	Q92583	2047	65	0
P06463	Q92597	2047	1138	2
P06929	Q92597	2047	1099	0
P24835	Q92597	2047	1138	1
P17367	Q92599	2047	2047	175
P12848	Q92624	2047	2047	1023
H9XIJ5	Q92667	2047	715	0
P29996	Q92685	2047	671	0
A0A097PIH4	Q92688	2047	2047	30
O09234	Q92688	2047	2047	29
Q1HVG1	Q92734	1565	15	0
O41949	Q92748	1055	143	0
P69730	Q92754	2047	2047	0
Q69022	Q92759	2047	42	0
P03129	Q92769	2047	758	0
P17387	Q92769	2047	811	0
A0A288CFT1	Q92793	2047	1825	0
F5HF68	Q92793	2047	2047	1023
O41951	Q92793	2047	102	0
P03073	Q92793	2047	474	21
P03126	Q92793	2047	1134	2
P03129	Q92793	2047	758	0
P03255	Q92793	2047	251	0
P03259	Q92793	2047	192	0
P04608	Q92793	2047	2047	0
P06462	Q92793	2047	1094	1
P14079	Q92793	2047	106	0
Q4U0X7	Q92793	2047	90	0
P03126	Q92796	2047	1134	2
P06463	Q92796	2047	1139	3
P03129	Q92804	2047	758	0
P03255	Q92830	2047	251	0
P04608	Q92830	2047	2047	0
P03119	Q92831	2047	1823	1
P03120	Q92831	2047	1843	1
P03129	Q92831	2047	758	0
P03255	Q92831	2047	251	0
P04015	Q92831	2047	1855	1
P04608	Q92831	2047	2047	0
P06464	Q92831	2047	783	0
P14079	Q92831	2047	106	0
Q76QC2	Q92831	2047	39	0
Q8JSN8	Q92831	2047	1657	0
P03129	Q92841	2047	324	0
Q1HVI8	Q92841	2047	20	1
P59635	Q92843	2047	458	0
Q49PX0	Q92844	728	125	0
P06428	Q92851	2047	1093	1
P06930	Q92876	2047	1086	1
P36817	Q92876	2047	861	0
P17367	Q92878	2047	2047	150
Q1HVI8	Q92878	2047	49	1
P10204	Q92882	2047	51	0
H9XIJ5	Q92905	2047	715	0
O41946	Q92905	2047	37	0
P06423	Q92905	2047	1987	1
P06427	Q92905	2047	1116	1
P24830	Q92905	2047	1678	1
P36780	Q92905	2047	1897	1
P36801	Q92905	2047	1107	1
P89653	Q92905	2047	5	2
Q69027	Q92905	2047	1111	2
Q8JSN5	Q92905	2047	701	0
Q8JSN6	Q92905	2047	715	0
P14079	Q92922	2047	106	0
Q49PX0	Q92934	386	204	79
B4URF6	Q92945	2047	871	0
Q69091	Q92956	2047	106	0
F5CGQ0	Q92966	2047	206	0
A0A161HLT0	Q92973	2047	2047	2
A0A220NMU2	Q92973	2047	2047	2
P03101	Q92973	2047	2047	2
P03107	Q92973	2047	2047	2
P03126	Q92973	2047	1134	2
P04012	Q92973	2047	2047	2
P04608	Q92973	2047	2047	0
P04618	Q92973	2047	2047	0
P06794	Q92973	2047	2047	2
Q1HVF7	Q92973	2047	2047	856
P06428	Q92982	2047	1093	1
P29996	Q92982	2047	671	0
F5HCV3	Q92985	2047	58	1
F5HF68	Q92985	2047	2047	1023
P03230	Q92985	2047	183	1
P06930	Q92985	2047	1085	0
P0C726	Q92985	2047	47	1
A0A220NMU2	Q92993	2047	2047	2
P04608	Q92993	2047	2047	0
Q88489	Q92993	2047	2047	18
P59634	Q92994	2047	59	0
P03428	Q92997	2047	715	0
P03431	Q92997	2047	1656	0
P03485	Q92997	2047	95	0
P03508	Q92997	2047	104	0
P06821	Q92997	2047	221	0
Q20MC6	Q92997	2047	715	0
Q20MD1	Q92997	2047	103	0
Q20MD4	Q92997	2047	96	0
Q1HVF7	Q93009	2047	2047	1004
P69722	Q93034	2047	2047	0
P03363	Q93062	2047	2047	298
P03431	Q93062	2047	1664	0
P03508	Q93062	2047	104	0
P06821	Q93062	2047	221	0
P0C763	Q93062	2047	613	0
P0CK48	Q93062	2047	126	1
Q1HVB5	Q93062	2047	7	0
Q1HVG1	Q93062	2047	15	0
Q1HVG4	Q93062	2047	110	13
Q1HVH2	Q93062	2047	30	0
Q20MC8	Q93062	2047	1678	0
Q20MD1	Q93062	2047	103	0
Q69140	Q93062	2047	397	76
Q76R62	Q93088	2047	2047	1
P29996	Q969E2	2047	671	0
P04288	Q969E8	2047	108	0
P06430	Q969E8	2047	870	0
P06932	Q969E8	2047	888	0
P03410	Q969F0	451	88	0
P04288	Q969F0	451	108	0
P06792	Q969F0	466	60	15
P0C6Z1	Q969F0	451	1299	0
P10218	Q969F0	451	74	0
P14079	Q969F0	451	106	0
P14075	Q969G3	2047	2047	675
P14079	Q969H6	2047	106	0
Q76R62	Q969I6	2047	2047	1
A0A288CFT1	Q969Q5	2047	1825	0
P03129	Q969R5	2047	758	0
P03255	Q969R5	2047	251	0
P36801	Q969R8	2047	1107	1
P29996	Q969V5	2047	672	2
P03087	Q969W1	2047	428	0
P06429	Q969W3	636	862	0
P36817	Q969W3	636	861	0
A0A097PIH4	Q969X0	1588	2047	6
O09234	Q969X0	1588	2047	6
P36801	Q969X1	2047	1107	1
P06428	Q969X2	2047	1092	0
P06929	Q969X2	2047	1099	0
P36817	Q969X5	2047	861	0
P36801	Q969Z0	2047	1106	0
P06477	Q96A35	2047	162	1
Q96A73	Q9WC28	2047	596	0
P0C726	Q96AA8	2047	46	0
Q1HVD1	Q96AA8	2047	2047	1
O41957	Q96AE4	2047	136	0
P06428	Q96AG4	2047	1093	1
P23372	Q96AH0	2047	50	0
P03496	Q96AT1	1553	205	0
P03485	Q96B26	2047	95	0
Q20MC6	Q96B26	2047	715	0
Q20MD1	Q96B26	2047	103	0
P0C6Z3	Q96B96	637	81	0
P29996	Q96B96	637	671	0
P08393	Q96B97	2047	2047	85
P10233	Q96B97	2047	93	0
P04288	Q96BA8	2047	108	0
P03126	Q96BH1	2047	1133	1
P06428	Q96BI3	2047	1092	0
P36801	Q96BI3	2047	1106	0
P03120	Q96BJ3	1082	1842	0
P03129	Q96BJ3	1082	758	0
P06429	Q96BJ3	1082	862	0
P06430	Q96BJ3	1082	870	0
P06932	Q96BJ3	1082	888	0
P36778	Q96BJ3	1082	1524	0
P36817	Q96BJ3	1082	861	0
Q96BJ3	Q9QLP4	804	1082	0
P06465	Q96BJ8	2047	947	0
P06477	Q96BM0	2047	162	0
P24835	Q96BQ5	365	1137	0
P06423	Q96BR6	2047	1496	0
P06921	Q96BR6	2047	1881	0
Q69138	Q96BW1	2047	68	0
P0CAP7	Q96BY9	2047	2047	1023
Q6J8G2	Q96BY9	2047	2047	2
Q96BY9	Q9WC28	2047	2047	3
P06429	Q96BZ8	2047	862	0
P14079	Q96BZ8	2047	106	0
E7BBT6	Q96C00	2047	783	0
P03129	Q96C00	2047	758	0
P06429	Q96C00	2047	862	0
P06430	Q96C00	2047	870	0
P06788	Q96C00	2047	691	0
Q80908	Q96C00	2047	903	0
P04020	Q96C01	1987	770	0
P06464	Q96C01	1987	783	0
P17367	Q96C34	2047	2047	159
P03410	Q96CN9	1916	88	0
P36801	Q96CS3	2047	1107	1
P06428	Q96CT7	2047	1093	1
P0C6Z9	Q96CV9	1371	112	0
P0CK48	Q96CV9	1372	126	1
P0CK54	Q96CV9	1372	154	1
P14335	Q96CV9	1377	2047	11
Q8QXP6	Q96CV9	1377	2047	11
P0DOE7	Q96CX3	2047	33	0
P03433	Q96D05	486	695	0
P03177	Q96D09	2047	2047	0
P0C744	Q96D09	2047	2047	4
P0CK48	Q96D09	2047	126	1
Q1HVD1	Q96D09	2047	2047	0
P06429	Q96D16	10	862	0
P12848	Q96DA0	2047	2047	315
P29996	Q96DA6	2047	671	0
P03087	Q96DB9	657	428	0
P36817	Q96DP5	2047	861	0
Q1K9H2	Q96DT6	2047	285	0
C7SRR3	Q96DU3	2047	2047	0
D3JIT8	Q96DU3	2047	65	0
P06428	Q96DU7	2047	1093	1
P03428	Q96DZ9	2047	715	0
P03508	Q96DZ9	2047	104	0
Q80HW9	Q96E22	2047	1862	0
P03087	Q96E41	2047	428	0
O41941	Q96EA4	879	71	0
Q88489	Q96EA4	881	2047	6
Q1K9H5	Q96EB1	2047	1656	0
P03433	Q96EC8	2047	695	0
A0A220NMU2	Q96EK4	2047	2047	2
P06427	Q96EK4	2047	1116	1
P06430	Q96EK4	2047	870	0
P06465	Q96EK4	2047	947	0
P06788	Q96EK4	2047	691	0
P06930	Q96EK4	2047	1086	1
P06932	Q96EK4	2047	888	0
P24835	Q96EK4	2047	1139	2
P36817	Q96EK4	2047	861	0
P06428	Q96EL3	1587	1092	0
P06429	Q96EL3	1587	862	0
P03129	Q96EP0	2047	758	0
P0C705	Q96EP0	2047	180	0
Q88489	Q96EQ8	2047	2047	12
Q91NH1	Q96EQ8	2047	2047	11
P14357	Q96ES6	2047	73	0
P03087	Q96ET8	2047	428	0
A0A2Z5X739	Q96EY1	2047	1755	3
P03129	Q96EY1	2047	758	0
P04488	Q96EY1	2047	159	0
P06464	Q96EY1	2047	783	0
P06932	Q96EY1	2047	888	0
P0C6N0	Q96EY1	2047	1053	587
P10193	Q96EY1	2047	2047	25
P36827	Q96EY1	2047	692	0
Q69140	Q96EY1	2047	398	72
Q96EY1	Q9WC28	2047	2047	14
P04485	Q96EZ8	2047	61	0
P10224	Q96EZ8	2047	2047	1023
P06463	Q96F44	2047	1138	2
P17367	Q96F44	2047	2047	117
P10229	Q96F46	2047	36	0
Q8JSN5	Q96F85	536	701	0
Q8JSN6	Q96F85	536	715	0
P03122	Q96FC9	2047	1831	1
P03087	Q96FE7	2047	428	0
P36801	Q96FE7	2047	1107	1
Q96FI4	Q9WC28	2047	2047	1
P06430	Q96FJ0	2047	870	0
P03410	Q96FJ2	2047	88	0
P03508	Q96FJ2	2047	104	0
P08543	Q96FJ2	2047	2047	1023
P0C206	Q96FJ2	2047	45	0
Q20MD1	Q96FJ2	2047	103	0
Q85601	Q96FJ2	2047	46	0
P06477	Q96FQ6	2047	162	0
P29996	Q96FX8	1770	671	0
P03433	Q96FZ7	2047	695	0
Q88489	Q96G01	2047	2047	17
P16494	Q96G25	1127	69	0
P68336	Q96G25	1127	76	1
P06427	Q96GC5	2047	1116	1
Q96GD3	Q9E7P0	2047	2047	15
P06921	Q96GD4	2047	1535	2
P24830	Q96GD4	2047	1325	1
P36780	Q96GD4	2047	1546	1
P36801	Q96GD4	2047	642	1
P08393	Q96GY0	2047	2047	96
A6YJF2	Q96HA1	1574	105	0
Q0A2H1	Q96HA1	1574	105	0
Q20MH4	Q96HA1	1574	103	0
Q2PJP0	Q96HA1	1574	211	0
Q2PJP1	Q96HA1	1574	107	0
Q6DP94	Q96HA1	1574	103	0
Q6VE52	Q96HA1	1574	206	0
Q96HA1	R9WKI0	104	1574	0
P03410	Q96HA8	2047	88	0
P04020	Q96HA8	2047	770	0
P06428	Q96HA8	2047	1093	1
P06430	Q96HA8	2047	870	0
P06932	Q96HA8	2047	888	0
P06428	Q96HB5	2005	1093	1
P03087	Q96HE8	2047	428	0
P06430	Q96HT8	146	870	0
P08411	Q96HT8	146	2047	0
Q1H8W6	Q96HT8	146	2047	0
P03087	Q96HV5	2047	428	0
P29996	Q96HV5	2047	671	0
P36817	Q96HV5	2047	861	0
P03129	Q96I24	2047	758	0
P10217	Q96IJ6	2047	121	0
P03087	Q96IK0	2047	428	0
P03466	Q96IK5	2047	293	0
P04020	Q96IK5	2047	770	0
Q1HVG4	Q96IK5	2047	110	24
