pair	NumResProt1	NumResProt2	AlignRate	DockQ_AFM	TMScore_AFM	RMSD_AFM	iRMSD_AFM	lRMSD_AFM	DockQ_ESM	TMScore_ESM	RMSD_ESM	iRMSD_ESM	lRMSD_ESM	DockQ_GD	TMScore_GD	RMSD_GD	iRMSD_GD	lRMSD_GD	DockQ_RD	TMScore_RD	RMSD_RD	iRMSD_RD	lRMSD_RD	DockQ_DD	TMScore_DD	RMSD_DD	iRMSD_DD	lRMSD_DD	DockQ_DDb	TMScore_DDb	RMSD_DDb	iRMSD_DDb	lRMSD_DDb	Domain	Date_after_train	AFM_Score	Ires_Precision	Ires_Recall
Q07812_Q08FX8	19	133	0.978	0.016	0.84088	1.21	16.518	41.773999999999994	0.048	0.6711199999999999	1.65	10.794	22.486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009000000000000001	0.8418100000000001	0.71	21.233	56.16	0.10300000000000001	0.89341	0.77	8.363	17.76	Viruses	False	0.2176761711616953	0.0	0.0
P0DJM0_P12830	461	100	0.996	0.011000000000000001	0.81205	0.75	23.566999999999997	49.708999999999996	0.006999999999999999	0.80962	0.94	30.414	61.242	0.005	0.8043100000000001	1.0	37.395	77.235	0.011000000000000001	0.8026800000000001	1.08	21.896	49.207	0.013999999999999999	0.79873	1.19	19.337	44.623000000000005	0.0	0.0	0.0	0.0	0.0	Bacteria	False	0.2938730380422821	0.092307678106511	0.0789473580332423
Q14116_Q85319	141	100	0.968	0.815	0.96591	0.98	0.898	2.735	0.013000000000000001	0.5584100000000001	1.08	14.202	50.598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.61829	2.33	7.028	25.123	Viruses	False	0.7857788070988532	0.5192306693787174	0.6923075147929448
A0A0C5HAL9_P50750	48	319	1.0	0.022000000000000002	0.86145	0.67	15.475999999999999	34.753	0.07	0.8578399999999999	1.5	4.234	25.826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.86885	0.0	7.954	49.61	Viruses	False	0.5374921107243179	0.0655737597420065	0.2857140816327988
P31946_Q93SQ1	233	209	0.993	0.8959999999999999	0.9800700000000001	1.1	0.667	2.287	0.026000000000000002	0.57555	2.61	17.883	31.04	0.025	0.52432	1.19	12.177	36.132	0.015	0.51278	1.08	14.493	45.352	0.021	0.5141600000000001	1.21	9.892000000000001	41.223	0.02	0.54298	1.5	16.623	49.75899999999999	Bacteria	True	0.8878804298237253	0.6363635640495949	0.6292134124479312
P61088_Q5ZTL4	152	384	0.9590000000000001	0.475	0.93019	2.18	2.9810000000000003	4.489	0.006	0.27795	1.07	27.772	69.26899999999999	0.031	0.68999	3.5	17.881	27.857	0.011000000000000001	0.66113	2.56	19.907	51.148	0.039	0.6906800000000001	2.68	14.252	34.454	0.017	0.70505	1.08	19.206	39.445	Bacteria	True	0.8434746090756098	0.5781249096679828	0.4111110654321038
O95486_P03522	730	7	0.9890000000000001	0.003	0.9862	0.53	22.471	125.94	0.016	0.9537	1.89	9.734	53.544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.3008735671223772	0.0	0.0
P31946_Q9I788	225	197	0.998	0.8170000000000001	0.96804	1.43	0.983	3.22	0.365	0.91099	2.12	4.183	5.8229999999999995	0.01	0.51593	1.39	16.087	56.177	0.021	0.53476	1.24	11.088	38.664	0.022000000000000002	0.53578	0.97	10.366	39.105	0.019	0.55589	1.67	16.268	48.385	Bacteria	True	0.8798306281058117	0.5568181185433956	0.6999999000000142
P06788_Q15678	48	289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.85503	0.0	23.166	58.032	Viruses	True	0.546281722941689	0.3194444000771666	0.7187497753906951
P04591_P20039	16	190	1.0	0.003	0.87405	1.23	34.672	94.177	0.039	0.62505	4.1	9.107000000000001	27.133000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.8760700000000001	1.2	9.702	26.535999999999998	Viruses	False	0.1946134044719097	0.3414633313504069	0.4374998632812927
P01730_P19551	181	283	0.934	0.425	0.88223	2.04	7.745	4.287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.36861	0.76	0.473	60.27	0.335	0.37028	0.53	0.11599999999999999	83.79	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.4107159717567024	0.7435895529257556	0.5178570503826695
P08411_Q13283	23	138	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.76636	2.14	26.906	78.232	0.031	0.79809	0.71	11.437999999999999	29.84	0.024	0.79911	0.69	12.937999999999999	33.94	0.027999999999999997	0.80481	0.55	12.064	31.307	0.0	0.0	0.0	0.0	0.0	Viruses	False	-1.0	-1.0	-1.0
P21579_Q9LBR1	15	414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.91596	1.07	5.394	19.051	0.1	0.9212	0.89	4.953	16.172	0.006999999999999999	0.94655	1.04	22.659000000000002	64.158	Bacteria	False	0.2751074898355078	0.0	0.0
C5MK56_Q3KSS4	276	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011000000000000001	0.9556100000000001	0.49	15.248	54.763999999999996	0.019	0.9252799999999999	1.29	10.304	44.203	0.013999999999999999	0.96154	0.0	14.15	48.566	Viruses	False	0.4976536375671108	0.0144927515227896	0.0333333222222259
Q08FX8_Q16611	131	22	0.963	0.071	0.8214600000000001	1.49	7.932	18.24	0.04	0.65866	1.62	11.99	24.979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009000000000000001	0.82795	0.63	21.046	55.76	0.015	0.85987	0.0	16.938	43.997	Viruses	False	0.2807794515210269	0.1315789127423913	0.1470587802768293
A0A140GKJ0_Q03519	55	552	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.76255	3.38	12.764000000000001	26.656999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018000000000000002	0.9093899999999999	0.0	20.428	41.935	Viruses	False	-1.0	-1.0	-1.0
Q5ZSQ3_Q9H0U4	193	168	1.0	0.008	0.51218	1.52	26.988000000000003	58.599	0.004	0.4003	3.18	29.371	84.973	0.01	0.49441	1.86	20.133	54.437	0.052000000000000005	0.52517	2.72	9.267000000000001	28.165	0.0	0.0	0.0	0.0	0.0	0.079	0.59612	3.89	8.831	30.133000000000003	Bacteria	False	0.8430858052878343	0.3035713743622545	0.2266666364444484
P03126_Q9HD26	7	87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028999999999999998	0.84765	1.03	9.71	32.56	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.270608758564778	0.1724137633769373	0.3225805411030513
A4GWL5_P12830	453	103	0.9890000000000001	0.009000000000000001	0.80718	0.52	27.090999999999998	56.02	0.006999999999999999	0.79976	0.98	31.424	62.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.85525	1.47	8.206	14.224	Bacteria	False	0.2403018281514259	0.0357142793367358	0.0294117603806234
B5Z8H1_P13688	321	108	0.998	0.938	0.9887	0.73	0.451	1.2409999999999999	0.002	0.60396	3.8	43.448	107.48	0.0	0.0	0.0	0.0	0.0	0.048	0.74166	1.84	10.821	22.615	0.0	0.0	0.0	0.0	0.0	0.01	0.74478	0.0	15.987	56.099	Bacteria	False	0.6058080297269137	0.7272725950413463	0.7272725950413463
P01903_P0A0L5	180	232	0.996	0.011000000000000001	0.55674	1.13	12.652999999999999	61.271	0.009000000000000001	0.38926	2.52	21.371	56.368	0.012	0.5799300000000001	1.81	21.666	47.78	0.006	0.5556800000000001	0.84	24.069000000000003	74.99600000000001	0.005	0.5524100000000001	0.8	23.235	80.03	0.008	0.56175	0.37	18.042	67.043	Bacteria	False	0.4839735010729395	0.0666666518518551	0.076923057199216
P68036_Q6RCR4	152	501	0.998	0.14800000000000002	0.59364	2.27	22.801	54.555	0.006999999999999999	0.24455	2.84	24.838	65.33800000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022000000000000002	0.6157199999999999	2.7	20.684	33.1	0.037000000000000005	0.81092	1.54	12.819	25.754	Bacteria	False	0.817018226872793	0.5909088223141716	0.1999999692307739
P12497_P49792	146	168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.61042	2.45	15.024000000000001	24.653000000000002	Viruses	False	-1.0	-1.0	-1.0
O43521_P0C736	23	155	0.9940000000000001	0.7959999999999999	0.9666799999999999	1.14	1.35	2.065	0.031	0.8387100000000001	0.97	12.877	28.704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.87151	0.0	15.729000000000001	37.018	Viruses	False	0.7548383479704872	0.4861110435956883	0.8749997812500546
P03366_P18465	10	275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044000000000000004	0.9372799999999999	1.09	7.245	27.014	0.004	0.93381	1.17	26.316999999999997	96.56700000000001	0.018000000000000002	0.9419700000000001	0.99	11.262	42.924	0.0	0.0	0.0	0.0	0.0	Viruses	False	-1.0	-1.0	-1.0
P30685_Q3KSS4	276	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.92591	1.32	13.139000000000001	47.606	0.019	0.9269799999999999	1.31	11.412	40.896	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.5028903708210067	0.0731707227840582	0.1999999333333555
P11233_P15879	170	207	1.0	0.011000000000000001	0.54438	0.73	15.380999999999998	55.038000000000004	0.013000000000000001	0.53571	1.23	16.215	47.631	0.018000000000000002	0.54688	1.0	12.615	41.975	0.0	0.0	0.0	0.0	0.0	0.013999999999999999	0.54318	0.56	14.009	47.141000000000005	0.015	0.54394	0.77	14.337	45.895	Viruses	False	0.7058187282042653	0.1764705536332247	0.2093022769064472
B7SCI5_Q9Y5X3	22	149	1.0	0.945	0.9802799999999999	0.72	0.599	1.4169999999999998	0.009000000000000001	0.82378	1.28	20.820999999999998	56.27	0.091	0.8713200000000001	0.91	8.368	18.914	0.057999999999999996	0.85239	0.95	10.714	24.755	0.015	0.8582	0.69	17.404	42.391000000000005	0.022000000000000002	0.86051	0.64	15.1	34.723	Bacteria	False	0.6508816691007762	0.4999999193548517	0.7209300648999849
Q5ZU83_Q9H8S9	519	181	0.9890000000000001	0.755	0.98203	1.31	1.3630000000000002	1.944	0.005	0.46758999999999995	4.98	28.276999999999997	72.173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006999999999999999	0.71964	1.54	27.374000000000002	63.417	Bacteria	True	0.795390276564125	0.6486485609934377	0.6233765424186308
A0A0C5HAL9_O60563	48	255	1.0	0.6679999999999999	0.9652700000000001	1.25	2.792	0.985	0.011000000000000001	0.7917	1.83	22.318	48.735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.86287	0.97	10.285	23.475	Viruses	False	0.6986259891283222	0.7023808687641823	0.8082190673672509
P0DJ89_Q9UHR4	47	64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.57603	1.47	16.828	49.604	Bacteria	False	0.4081708111369853	0.0	0.0
P30480_Q70A36	277	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.96091	0.42	12.625	47.615	0.032	0.9639700000000001	0.22	8.517000000000001	31.851	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.3780813640503982	0.3191488682661982	0.4999998333333889
Q6P5S8_Q993A8	188	298	0.9309999999999999	0.005	0.53303	1.87	16.729	110.73899999999999	0.01	0.35275	3.09	20.095	54.321000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.5786600000000001	0.4	26.605999999999998	77.747	Viruses	False	0.237963476213092	0.0769230177515248	0.1249998437501953
I3XMW8_Q07817	18	144	0.9590000000000001	0.09300000000000001	0.72807	1.08	6.885	15.362	0.039	0.70928	1.09	10.53	25.833000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.8879	0.78	10.344000000000001	26.698	Viruses	False	0.3451221500235891	0.4032257414152029	0.6944442515432634
I0AXC3_Q6N089	319	161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006999999999999999	0.58425	0.0	17.909000000000002	74.039	Viruses	False	0.2246337167593763	0.1666666111111296	0.2083332465278139
P0C6X9_P0CG47	302	76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057999999999999996	0.7867	2.24	10.43	20.042	0.012	0.76057	1.72	21.511	48.091	0.008	0.76639	1.58	23.826	61.333999999999996	0.009000000000000001	0.78098	1.12	22.006	56.376999999999995	Viruses	False	-1.0	-1.0	-1.0
P04439_Q9YV12	274	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.3966788381897483	0.0	0.0
B9V0E2_S6B2A6	146	180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.5978600000000001	0.0	18.5	54.398	Viruses	False	-1.0	-1.0	-1.0
C9JGG1_P06437	117	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.88634	1.39	33.479	88.15700000000001	0.004	0.8831899999999999	1.29	35.369	83.199	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.2759033252887428	0.0	0.0
B7SCI5_Q86XE0	20	142	1.0	0.9229999999999999	0.97298	0.94	0.584	0.965	0.018000000000000002	0.7702100000000001	2.15	15.175	39.121	0.251	0.8971299999999999	1.34	3.827	8.29	0.02	0.86245	0.72	14.454	37.234	0.032	0.87423	0.25	11.895999999999999	28.928	0.019	0.85919	0.56	15.838	38.417	Bacteria	True	0.6830137017455592	0.7297295325055317	0.8437497363282073
Q8ZNR3_Q9BRZ2	259	61	0.956	0.732	0.96906	0.88	1.515	3.1430000000000002	0.032	0.79624	1.58	14.647	27.529	0.018000000000000002	0.7932899999999999	0.7	17.134	39.015	0.013999999999999999	0.79052	0.8	16.474	46.117	0.043	0.80823	1.24	11.800999999999998	26.421	0.016	0.81115	0.0	14.979000000000001	42.902	Bacteria	False	0.6292814304953696	0.1869158703816943	0.6666664444445185
P0A2N1_Q13164	212	7	0.995	0.005	0.9568700000000001	0.73	20.072	82.336	0.01	0.8386399999999999	2.17	14.81	58.852	0.032	0.81042	2.12	9.865	29.974	0.012	0.84631	1.45	16.404	51.558	0.027999999999999997	0.85514	1.33	10.513	32.4	0.0	0.0	0.0	0.0	0.0	Bacteria	False	0.4214049505524706	0.0444444395061733	0.2105262049862079
A2NUT2_P05877	207	12	0.943	0.013000000000000001	0.8784200000000001	1.48	18.867	45.18600000000001	0.019	0.50332	3.28	14.992	38.858000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022000000000000002	0.9117200000000001	0.71	10.335	39.235	Viruses	False	0.2377271709275521	0.0	0.0
P01730_P04578	181	299	0.968	0.46	0.93291	1.76	7.255	5.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009000000000000001	0.599	1.7	24.763	55.037	0.011000000000000001	0.60683	2.07	15.579	56.008	0.005	0.62579	0.46	29.733	78.00399999999999	Viruses	False	0.6213354657753062	0.7659572838388757	0.6101693881068834
P78310_Q80S15	120	182	0.997	0.726	0.95365	1.43	1.4480000000000002	3.055	0.013000000000000001	0.39254	1.64	21.197	45.823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.60265	0.0	21.991	53.68600000000001	Viruses	False	0.7883842482077054	0.4705881430219327	0.5581394050838593
D1CDN2_Q15750	464	5	0.998	0.016	0.9877600000000001	0.31	12.378	45.481	0.024	0.9612700000000001	1.24	10.192	37.176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	False	0.5547849949016239	0.0327868798710032	0.1428570408163994
P20963_Q5QGG3	16	109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.80738	1.69	11.097000000000001	30.058000000000003	0.028999999999999998	0.80067	1.73	11.934000000000001	30.504	0.067	0.81342	1.7	7.903	21.574	0.146	0.8910100000000001	0.74	5.749	12.717	Viruses	False	0.3148570909290211	0.0	0.0
P05534_Q9WPU2	274	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.94916	0.82	11.56	41.86600000000001	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.2692040355750681	0.0	0.0
Q6I9S9_Q80KM9	64	292	0.892	0.284	0.71122	2.26	4.6080000000000005	11.899000000000001	0.004	0.57701	2.07	27.616	88.416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018000000000000002	0.8516299999999999	0.0	14.967	39.836	Viruses	False	0.7551212549213554	0.3150684715706526	0.7796608848032398
P02671_Q6GDH2	12	331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	False	0.2234386447755574	0.0	0.0
J7H333_P52799	430	136	0.988	0.5	0.93625	2.25	2.184	4.416	0.009000000000000001	0.68218	2.89	17.701	62.111000000000004	0.01	0.74607	0.82	20.223	55.108999999999995	0.018000000000000002	0.75615	0.99	18.594	43.357	0.013999999999999999	0.75033	1.01	17.561	44.583	0.01	0.75838	0.0	15.074000000000002	58.18	Viruses	True	0.6427787857719728	0.7258063345473653	0.6617646085640281
Q99816_Q9YP46	140	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.9083	1.3	9.222999999999999	29.581999999999997	0.024	0.9170799999999999	1.24	10.957	35.602	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.3450969520020883	0.2363635933884375	0.6190473242631789
Q2HR73_Q93009	15	143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.9050600000000001	0.0	82.20700000000001	208.57299999999998	Viruses	False	0.3306710256900284	0.0	0.0
P01552_P01903	227	181	1.0	0.02	0.54278	0.75	10.288	61.163000000000004	0.009000000000000001	0.42233000000000004	1.58	19.29	58.227	0.022000000000000002	0.57526	1.94	13.225999999999999	35.986999999999995	0.01	0.54595	1.36	16.027	57.762	0.009000000000000001	0.5539	0.86	17.863	61.408	0.025	0.57104	2.48	10.882	35.024	Bacteria	False	0.3105571784631281	0.285714217687091	0.292682855443206
P03211_P30685	11	276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.87798	2.05	9.767999999999999	37.622	0.016	0.8867700000000001	1.98	12.197000000000001	45.635	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.3179670586283022	0.3333332716049497	0.5806449739854923
P19893_P63165	12	77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.5585100000000001	2.62	70.775	185.887	0.0	0.0	0.0	0.0	0.0	Viruses	True	0.6690211968722857	0.442307607248537	0.9199996320001472
A7UPX0_Q6PIL8	325	195	0.997	0.003	0.58986	1.38	35.689	109.96799999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.58926	1.14	25.079	87.882	0.002	0.60595	0.0	50.996	133.043	Viruses	False	0.2889869477348078	0.0454545247933978	0.1249998437501953
P03126_P04637	147	199	1.0	0.008	0.56466	0.69	19.42	62.488	0.01	0.55198	1.26	18.930999999999997	56.216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.5302	1.7	22.229	46.108999999999995	0.015	0.56771	0.27	14.811	44.758	Viruses	False	0.7303465018969397	0.0990098911871394	0.1515151285583138
P0CG48_Q5ZTL4	75	384	0.995	0.012	0.8195899999999999	0.91	23.274	47.563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.73614	2.86	15.985999999999999	35.043	0.139	0.79091	3.0	6.297000000000001	12.08	0.049	0.8344	1.32	12.056	21.807	Bacteria	True	0.2199075684122977	0.0476190249433214	0.0121951204640096
A7UPX0_Q6N089	325	194	0.9309999999999999	0.024	0.60201	2.19	7.715	44.765	0.005	0.33369	4.33	19.407	82.811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.5895100000000001	0.0	21.019000000000002	115.42200000000001	Viruses	False	0.3438562308599656	0.0	0.0
B7MJ81_Q9HD34	75	84	0.9790000000000001	0.8690000000000001	0.9241	1.36	0.8029999999999999	3.134	0.8109999999999999	0.9199299999999999	1.37	0.924	3.4530000000000003	0.02	0.47561000000000003	1.47	12.288	39.068000000000005	0.016	0.52058	0.44	12.635	46.214	0.163	0.57565	2.58	7.23	13.067	0.018000000000000002	0.5062	2.29	11.434000000000001	43.591	Bacteria	False	0.863026681999812	0.7142854591837646	0.6896549346017466
P03169_P30460	9	276	1.0	0.002	0.9474899999999999	1.08	27.647	128.338	0.009000000000000001	0.8574700000000001	2.35	15.998	62.968999999999994	0.0	0.0	0.0	0.0	0.0	0.061	0.94614	0.99	5.1080000000000005	25.16	0.03	0.9438700000000001	1.07	7.416	36.769	0.015	0.96831	0.0	12.487	48.036	Viruses	False	0.4610684295514096	0.5405403944485421	0.6451610822061026
O36972_Q08209	30	357	0.997	0.135	0.9425600000000001	0.78	13.612	33.902	0.198	0.88885	2.03	10.345999999999998	25.362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009000000000000001	0.92248	0.0	21.695	56.36600000000001	Viruses	False	0.4852386791027586	0.3896103390116442	0.5454544462810097
O00401_P0DJ89	64	47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	False	0.2990081598023695	0.0588235224913502	0.1388888503086526
P01892_P14079	275	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.9378299999999999	1.15	6.999	26.031999999999996	0.02	0.95137	0.86	11.03	40.923	0.0	0.0	0.0	0.0	0.0	Viruses	False	-1.0	-1.0	-1.0
B7UCZ5_P01130	410	42	1.0	0.003	0.8797200000000001	1.2	34.426	92.042	0.018000000000000002	0.4357	4.69	26.495	36.663000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.8989	0.0	14.970999999999998	33.379	Viruses	False	0.2651761085951699	0.0	0.0
A0A2K9Y515_Q9H3P7	43	128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.75689	0.42	13.253	29.143	Viruses	True	-1.0	-1.0	-1.0
P03206_P30685	23	276	0.0	0.0	0.0	0.0	0.0	0.0	0.018000000000000002	0.8807200000000001	1.89	10.883	43.865	0.044000000000000004	0.93284	1.19	6.438	28.839000000000002	0.013999999999999999	0.9304	1.25	11.523	52.39	0.022000000000000002	0.93166	1.21	9.122	41.206	0.033	0.96124	0.47	8.605	31.34	Viruses	False	-1.0	-1.0	-1.0
P02786_Q8AZ57	633	156	0.987	0.004	0.79052	1.06	30.741	92.89200000000001	0.003	0.77892	1.74	38.079	100.617	0.005	0.78663	1.27	24.845	80.491	0.005	0.78593	1.4	29.504	78.429	0.004	0.7873100000000001	1.23	28.633000000000003	82.413	0.005	0.80228	0.0	23.301	77.053	Viruses	False	0.3215685224708646	0.0	0.0
P18139_P30685	17	276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055999999999999994	0.9363600000000001	1.25	5.636	25.385	0.043	0.94052	1.23	6.553999999999999	29.096999999999998	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.2321575544053136	0.0	0.0
Q13637_Q6EAT3	166	194	0.943	0.7829999999999999	0.97656	0.93	1.261	1.6059999999999999	0.045	0.5787	3.45	12.765	22.971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.54664	1.45	11.79	41.178999999999995	Bacteria	False	0.8287307123635977	0.7049179172265709	0.6515150528007495
L7MTK7_P01854	80	213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013999999999999999	0.63146	0.21	18.698	43.778999999999996	Bacteria	False	-1.0	-1.0	-1.0
